A1,,,,,,,,,,
time,accx,accy,accz,gyrox,gyroy,gyroz,w1,w2,w3,w4
55:59.7,-0.11,0.23,9.51,0,0,0,-0.009,0.9999,0.0125,0.0054
55:59.7,-0.1,0.24,9.47,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.7,-0.11,0.25,9.48,0.125,-0.0625,0,-0.009,0.9999,0.0125,0.0054
55:59.7,-0.11,0.24,9.5,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
55:59.7,-0.11,0.23,9.53,0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.1,0.23,9.51,0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.11,0.24,9.5,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.09,0.23,9.48,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.1,0.24,9.47,0,-0.125,0,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.1,0.22,9.5,0.0625,-0.1875,0,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.11,0.22,9.5,0.125,-0.0625,0,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.1,0.23,9.52,0.125,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.11,0.23,9.49,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.8,-0.11,0.22,9.5,0,-0.1875,0,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.23,9.5,0.125,0,0.125,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.09,0.24,9.5,0.125,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.09,0.23,9.51,0.125,-0.1875,0,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.22,9.47,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.1,0.24,9.5,0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.25,9.5,-0.0625,0.1875,0,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.09,0.24,9.48,0.125,-0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.22,9.49,0,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.1,0.23,9.47,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.1,0.22,9.51,0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.26,9.53,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
55:59.9,-0.11,0.24,9.51,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.23,9.49,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.22,9.48,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.24,9.5,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.24,9.5,0.1875,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.23,9.53,0.1875,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.1,0.23,9.51,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.1,0.22,9.48,-0.1875,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.11,0.22,9.48,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:00.0,-0.09,0.24,9.52,0,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.11,0.25,9.49,-0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.1,0.24,9.53,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.11,0.24,9.46,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.11,0.23,9.49,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.08,0.23,9.5,0.125,0.25,0,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.1,0.24,9.52,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.11,0.24,9.5,0.1875,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:00.1,-0.11,0.25,9.46,0,0,0,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.09,0.23,9.51,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.23,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.25,9.51,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.1,0.24,9.49,0.125,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.25,9.5,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.13,0.22,9.53,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.12,0.23,9.53,0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.24,9.49,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.22,9.47,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.1,0.22,9.49,0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.25,9.51,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.11,0.25,9.52,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.2,-0.1,0.22,9.51,0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.13,0.23,9.5,0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.11,0.21,9.46,0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.11,0.24,9.51,0,0,0,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.11,0.25,9.5,0,-0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.1,0.23,9.52,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.09,0.23,9.54,0.125,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.13,0.22,9.49,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.12,0.24,9.51,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.11,0.23,9.47,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.3,-0.1,0.25,9.51,0,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.11,0.23,9.53,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.09,0.24,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.1,0.24,9.49,0.125,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.12,0.25,9.47,-0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.09,0.25,9.49,-0.0625,0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.11,0.24,9.51,0,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.4,-0.11,0.22,9.51,0,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.23,9.5,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.23,9.5,0.1875,-0.0625,0.1875,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.24,9.5,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.22,9.49,-0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.1,0.23,9.49,0.125,0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.24,9.47,-0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.23,9.5,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.23,9.51,-0.25,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.1,0.24,9.48,0,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.1,0.23,9.52,0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.11,0.25,9.5,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.12,0.22,9.48,0,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.5,-0.1,0.24,9.5,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.1,0.23,9.49,-0.1875,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.11,0.23,9.47,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.12,0.22,9.51,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.11,0.22,9.5,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.12,0.23,9.48,-0.0625,0,0.1875,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.09,0.21,9.51,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.09,0.23,9.47,0.0625,0,-0.1875,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.1,0.23,9.47,0,0.1875,0,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.1,0.24,9.51,0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.6,-0.1,0.23,9.51,0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.11,0.24,9.49,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.1,0.24,9.51,0.0625,0.125,0.1875,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.12,0.23,9.5,0,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.1,0.25,9.49,-0.125,-0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.11,0.24,9.5,0,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.11,0.22,9.51,0,0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.7,-0.1,0.22,9.5,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.2,9.49,-0.1875,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.1,0.24,9.49,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.24,9.49,0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.23,9.51,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.22,9.52,0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.26,9.47,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.23,9.51,-0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.09,0.24,9.52,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.25,9.49,0.125,0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.09,0.23,9.5,0,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.24,9.5,-0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.8,-0.11,0.23,9.5,-0.125,0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.23,9.5,-0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.1,0.21,9.51,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.12,0.23,9.48,0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.25,9.47,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.24,9.5,0,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.24,9.5,-0.1875,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.12,0.24,9.5,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.23,9.52,-0.0625,-0.25,0.0625,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.11,0.24,9.5,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.09,0.22,9.51,0,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:00.9,-0.09,0.22,9.51,-0.1875,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.07,0.22,9.49,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.09,0.25,9.47,0.125,-0.1875,0,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.09,0.25,9.47,-0.125,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.12,0.23,9.5,-0.125,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.09,0.22,9.51,-0.125,-0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:01.0,-0.12,0.25,9.49,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.12,0.24,9.49,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.11,0.25,9.48,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.11,0.26,9.49,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.1,0.23,9.48,0,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.11,0.23,9.49,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.11,0.25,9.46,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.09,0.23,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.08,0.23,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.1,0.24,9.5,0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.11,0.22,9.49,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.1,0.25,9.48,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.1,-0.1,0.22,9.51,-0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.08,0.26,9.52,-0.125,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.11,0.25,9.5,-0.125,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.11,0.24,9.46,-0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.11,0.22,9.5,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.11,0.22,9.49,-0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.09,0.22,9.5,0,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.2,-0.12,0.22,9.48,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.3,-0.11,0.23,9.53,0.125,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:01.3,-0.11,0.24,9.52,0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.3,-0.12,0.22,9.49,0,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.3,-0.11,0.23,9.5,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.3,-0.1,0.22,9.51,0,-0.1875,0,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.09,0.22,9.49,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.1,0.23,9.51,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.12,0.24,9.49,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.1,0.23,9.49,-0.125,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.1,0.24,9.53,-0.125,-0.25,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.1,0.25,9.49,0,0,0,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.11,0.23,9.5,0,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:01.4,-0.1,0.23,9.53,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.5,-0.11,0.23,9.52,0,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:01.5,-0.07,0.23,9.48,-0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:01.5,-0.09,0.22,9.51,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.5,-0.1,0.23,9.5,-0.125,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.5,-0.11,0.24,9.48,-0.0625,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:01.6,-0.11,0.23,9.51,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.6,-0.09,0.23,9.53,-0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:01.6,-0.11,0.23,9.49,-0.0625,0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:01.6,-0.11,0.23,9.5,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.6,-0.1,0.23,9.51,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.1,0.23,9.48,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.24,9.48,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.23,9.53,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.22,9.49,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.23,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.1,0.23,9.52,0.0625,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.22,9.51,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.22,9.47,-0.125,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.7,-0.11,0.23,9.52,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.1,0.24,9.53,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.1,0.23,9.5,-0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.09,0.23,9.49,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.1,0.25,9.5,0,0,0.125,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.12,0.23,9.51,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.1,0.24,9.5,-0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.06,0.24,9.53,-0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.11,0.24,9.48,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.1,0.24,9.48,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:01.8,-0.09,0.21,9.49,0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.1,0.24,9.5,0.125,0,0.125,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.1,0.22,9.52,0.0625,0.1875,0,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.1,0.24,9.49,-0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.12,0.23,9.48,-0.1875,-0.1875,0.125,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.1,0.24,9.5,-0.125,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.1,0.25,9.51,-0.1875,0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.09,0.24,9.49,0.125,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:01.9,-0.11,0.22,9.5,-0.125,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.11,0.24,9.51,-0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.09,0.22,9.52,0,0,0,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.11,0.22,9.52,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.12,0.24,9.5,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.11,0.26,9.5,0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.12,0.23,9.5,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.09,0.24,9.5,-0.125,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.12,0.23,9.5,-0.0625,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.1,0.22,9.52,0,0,0.125,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.12,0.22,9.48,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.09,0.23,9.48,-0.0625,0.125,-0.25,-0.009,0.9999,0.0125,0.0054
56:02.0,-0.1,0.23,9.5,-0.125,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.11,0.24,9.51,0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.11,0.25,9.48,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.1,0.23,9.48,0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.1,0.23,9.49,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.09,0.23,9.51,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.11,0.25,9.51,-0.0625,0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.1,0.25,9.5,-0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.1,0.24,9.49,0,-0.0625,0.1875,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.11,0.22,9.48,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.1,-0.1,0.25,9.51,0,0,0,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.1,0.23,9.49,-0.0625,0.1875,0,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.13,0.22,9.51,-0.1875,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.11,0.23,9.51,0,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.09,0.24,9.5,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.09,0.21,9.51,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.12,0.24,9.46,0,0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.2,-0.11,0.22,9.53,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.1,0.23,9.51,-0.125,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.24,9.49,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.23,9.5,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.1,0.22,9.5,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.22,9.51,-0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.25,9.49,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.1,0.24,9.49,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.09,0.24,9.49,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.1,0.23,9.5,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.1,0.22,9.49,0,-0.0625,0.1875,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.24,9.47,-0.125,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.12,0.24,9.5,0,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:02.3,-0.11,0.25,9.51,-0.0625,0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.1,0.23,9.51,-0.125,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.08,0.23,9.5,0,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.11,0.22,9.49,0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.1,0.23,9.5,-0.125,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.1,0.24,9.49,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.08,0.24,9.51,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.1,0.24,9.55,-0.125,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.11,0.23,9.48,0.125,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:02.4,-0.12,0.23,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.1,0.24,9.5,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.11,0.22,9.48,0,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.11,0.22,9.5,0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.1,0.23,9.5,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.11,0.22,9.49,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.1,0.24,9.5,0,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.1,0.24,9.5,0.1875,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.5,-0.12,0.22,9.5,0.125,0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.1,0.22,9.47,0,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.09,0.22,9.51,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.1,0.23,9.51,0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.1,0.23,9.49,0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.1,0.2,9.49,0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.12,0.25,9.48,0.0625,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.1,0.22,9.49,0.1875,0.1875,0.125,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.11,0.22,9.5,0,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:02.6,-0.11,0.23,9.51,-0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
