A1,,,,,,,,,,
time,accx,accy,accz,gyrox,gyroy,gyroz,w1,w2,w3,w4
56:16.1,-0.11,0.25,9.52,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.08,0.24,9.48,0.0625,0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.1,0.23,9.5,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.11,0.23,9.51,0.125,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.11,0.22,9.5,0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.11,0.22,9.49,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.1,-0.12,0.24,9.48,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.12,0.22,9.51,0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.1,0.24,9.51,0.0625,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.09,0.24,9.53,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.12,0.21,9.5,0,-0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.1,0.24,9.5,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.11,0.22,9.5,0.1875,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.12,0.26,9.51,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.11,0.24,9.49,0.125,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.1,0.24,9.5,0.125,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.2,-0.1,0.24,9.49,0,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.1,0.23,9.48,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.1,0.22,9.5,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.09,0.26,9.5,0,-0.25,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.1,0.22,9.49,0.0625,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.11,0.25,9.5,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.11,0.22,9.51,0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.11,0.22,9.51,0,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.08,0.22,9.52,0,-0.125,-0.1875,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.09,0.24,9.46,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.11,0.23,9.48,0,0.0625,0.1875,-0.009,0.9999,0.0125,0.0054
56:16.3,-0.1,0.24,9.48,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.11,0.24,9.51,0.1875,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.12,0.22,9.5,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.1,0.25,9.48,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.11,0.23,9.48,-0.0625,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.1,0.24,9.52,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.1,0.26,9.51,0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.11,0.23,9.51,0,0,0,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.12,0.22,9.5,0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.12,0.24,9.47,-0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.4,-0.11,0.26,9.52,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.08,0.25,9.5,-0.125,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.11,0.23,9.5,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.12,0.23,9.49,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.11,0.22,9.5,-0.125,0.1875,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.09,0.24,9.51,-0.125,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.11,0.24,9.51,0,-0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.1,0.25,9.51,0.0625,0,0.1875,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.09,0.23,9.49,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.11,0.23,9.47,0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.5,-0.09,0.24,9.51,0.125,0.125,0,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.25,9.48,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.1,0.22,9.51,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.1,0.22,9.5,0,-0.3125,0.1875,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.1,0.25,9.48,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.22,9.48,-0.125,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.26,9.5,-0.125,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.24,9.51,-0.0625,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.24,9.5,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.1,0.25,9.51,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.24,9.51,0,-0.0625,0.1875,-0.009,0.9999,0.0125,0.0054
56:16.6,-0.11,0.23,9.5,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.11,0.27,9.5,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.1,0.24,9.5,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.12,0.24,9.48,0,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.11,0.24,9.48,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.1,0.25,9.53,-0.125,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.11,0.24,9.49,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.09,0.25,9.52,-0.0625,0.1875,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.7,-0.1,0.23,9.5,0,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.09,0.24,9.51,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.08,0.24,9.5,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.1,0.23,9.48,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.12,0.24,9.51,0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.09,0.24,9.49,-0.1875,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.11,0.23,9.5,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.11,0.24,9.53,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.1,0.22,9.52,-0.125,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.11,0.26,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:16.8,-0.12,0.24,9.46,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.11,0.25,9.51,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.11,0.25,9.52,-0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.1,0.24,9.5,-0.125,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.09,0.24,9.52,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.1,0.22,9.49,-0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.11,0.24,9.49,-0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.12,0.22,9.51,-0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.12,0.25,9.49,0,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.11,0.26,9.5,-0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.11,0.27,9.48,0.0625,0,0.1875,-0.009,0.9999,0.0125,0.0054
56:16.9,-0.1,0.22,9.5,-0.1875,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.11,0.24,9.5,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.11,0.24,9.51,0,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.09,0.22,9.51,0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.11,0.23,9.49,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.11,0.22,9.51,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.1,0.22,9.5,0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.1,0.22,9.5,0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.1,0.23,9.48,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.0,-0.12,0.24,9.52,-0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.08,0.22,9.5,0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.12,0.24,9.5,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.11,0.23,9.49,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.1,0.22,9.5,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.1,0.22,9.47,-0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.12,0.24,9.52,-0.0625,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.1,0.23,9.5,-0.125,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.11,0.22,9.49,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.11,0.23,9.5,-0.1875,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.1,-0.12,0.24,9.49,-0.0625,-0.1875,-0.1875,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.11,0.22,9.49,-0.1875,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.12,0.24,9.5,-0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.09,0.22,9.5,0,-0.25,-0.1875,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.09,0.22,9.51,0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.11,0.23,9.51,0,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.08,0.24,9.5,-0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.11,0.26,9.51,-0.125,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.08,0.25,9.5,0.0625,-0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.12,0.24,9.47,-0.0625,-0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.11,0.23,9.5,0.0625,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.2,-0.09,0.23,9.51,0.0625,-0.1875,0,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.11,0.27,9.5,0.125,-0.25,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.11,0.25,9.5,0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.1,0.22,9.51,0,0,0.125,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.1,0.23,9.5,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.11,0.24,9.48,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.1,0.24,9.5,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.11,0.24,9.52,0,-0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.1,0.26,9.5,0.0625,0,-0.1875,-0.009,0.9999,0.0125,0.0054
56:17.3,-0.11,0.23,9.49,0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.1,0.22,9.51,0,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.11,0.24,9.5,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.1,0.22,9.51,0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.12,0.22,9.49,0.0625,0.0625,-0.1875,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.08,0.22,9.48,-0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.11,0.22,9.5,-0.0625,0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.1,0.22,9.51,0,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.11,0.23,9.5,0,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.1,0.22,9.47,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.11,0.22,9.49,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.4,-0.1,0.24,9.52,0.0625,-0.3125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.08,0.22,9.5,0,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.11,0.21,9.52,0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.1,0.25,9.53,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.09,0.24,9.49,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.11,0.24,9.5,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.5,-0.09,0.24,9.51,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.1,0.24,9.5,-0.0625,-0.25,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.1,0.22,9.5,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.1,0.23,9.46,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.1,0.24,9.51,-0.0625,0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.08,0.23,9.49,-0.0625,0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.08,0.23,9.49,0,-0.25,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.12,0.24,9.52,-0.125,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.09,0.24,9.47,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.12,0.23,9.5,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.11,0.25,9.5,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.11,0.25,9.5,0,0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.08,0.25,9.52,0.125,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.6,-0.12,0.23,9.47,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.24,9.48,0,-0.1875,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.23,9.51,0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.23,9.51,-0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.24,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.24,9.49,0.0625,-0.1875,0,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.25,9.5,0.0625,-0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.22,9.51,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.22,9.51,-0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.25,9.51,-0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:17.7,-0.11,0.25,9.51,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.1,0.24,9.48,-0.125,0.0625,-0.1875,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.12,0.23,9.49,0,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.1,0.24,9.5,-0.1875,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.11,0.23,9.5,-0.125,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.11,0.24,9.5,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.11,0.24,9.5,0.0625,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.1,0.22,9.51,0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.12,0.22,9.51,0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.11,0.24,9.48,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.8,-0.1,0.23,9.51,0.125,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.11,0.23,9.51,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.12,0.24,9.48,-0.0625,-0.1875,0.125,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.1,0.26,9.49,-0.0625,-0.1875,0.125,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.1,0.24,9.51,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.1,0.22,9.5,-0.0625,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.11,0.24,9.5,-0.0625,-0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.1,0.23,9.48,-0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.1,0.22,9.51,0.0625,-0.125,0.1875,-0.009,0.9999,0.0125,0.0054
56:17.9,-0.09,0.22,9.49,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.11,0.23,9.49,0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.12,0.24,9.47,-0.125,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.1,0.24,9.52,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.09,0.23,9.48,0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.09,0.23,9.48,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.13,0.24,9.51,-0.0625,-0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.0,-0.12,0.25,9.49,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.09,0.25,9.49,-0.125,0,0,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.09,0.23,9.5,0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.1,0.24,9.49,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.09,0.22,9.51,0.0625,0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.11,0.23,9.5,-0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:18.1,-0.1,0.24,9.48,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.12,0.24,9.52,-0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.11,0.25,9.48,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.11,0.23,9.48,-0.0625,0.1875,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.11,0.25,9.51,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.11,0.23,9.5,-0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.2,-0.1,0.23,9.5,0,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.1,0.25,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.11,0.24,9.51,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.11,0.24,9.51,-0.125,-0.0625,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.11,0.24,9.51,0,0,0.125,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.09,0.22,9.5,0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:18.3,-0.13,0.22,9.51,0.0625,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.1,0.24,9.52,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.1,0.25,9.5,0.0625,0,0.125,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.12,0.22,9.44,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.11,0.23,9.52,0,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.1,0.25,9.51,0,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.11,0.23,9.51,-0.0625,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:18.4,-0.1,0.22,9.5,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.11,0.22,9.52,-0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.1,0.23,9.52,0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.09,0.24,9.54,-0.125,0.0625,0.125,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.11,0.24,9.5,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.1,0.22,9.49,0,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.11,0.25,9.51,-0.125,0.25,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.5,-0.12,0.25,9.51,-0.0625,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.11,0.23,9.48,-0.125,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.09,0.23,9.49,0,0.125,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.11,0.24,9.5,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.24,9.51,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.11,0.23,9.51,0.0625,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.25,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.23,9.49,0,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.24,9.53,0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.23,9.51,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.6,-0.1,0.22,9.5,0,0,0,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.11,0.25,9.47,0,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.24,9.5,-0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.23,9.51,-0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.24,9.47,-0.0625,0.125,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.12,0.23,9.49,0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.23,9.48,0,-0.1875,0.125,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.11,0.23,9.51,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.25,9.5,0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.11,0.21,9.5,-0.1875,-0.0625,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.23,9.5,-0.0625,0,-0.125,-0.009,0.9999,0.0125,0.0054
56:18.7,-0.1,0.23,9.49,0.0625,-0.125,0,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.11,0.25,9.5,0.125,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.12,0.22,9.48,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.09,0.25,9.52,0,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.11,0.25,9.52,-0.0625,-0.125,0.125,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.09,0.22,9.51,0,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.11,0.24,9.52,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.1,0.23,9.53,0,-0.1875,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.09,0.25,9.5,-0.125,0.125,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.8,-0.1,0.23,9.47,0.0625,0,-0.0625,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.11,0.24,9.5,-0.1875,0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.1,0.25,9.5,-0.0625,0.125,0,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.11,0.25,9.51,-0.0625,0,0,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.1,0.24,9.53,0,0,0,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.1,0.23,9.5,-0.0625,-0.0625,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.1,0.25,9.49,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.11,0.24,9.47,0.125,0.0625,0,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.08,0.22,9.49,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.11,0.23,9.48,0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:18.9,-0.1,0.24,9.53,-0.0625,0,0.0625,-0.009,0.9999,0.0125,0.0054
56:19.0,-0.11,0.25,9.51,0,-0.0625,0,-0.009,0.9999,0.0125,0.0054
56:19.0,-0.1,0.22,9.48,-0.0625,-0.0625,0,-0.009,0.9999,0.0125,0.0054
